inserm_concat,NCT Number,Title_first,Acronym_first,Status_first,Study Results_first,Conditions_first,Interventions_first,Outcome Measures_first,Sponsor/Collaborators_first,Gender_first,Age_first,Phases_first,Enrollment_first,Funded Bys_first,Study Type_first,Study Designs_first,Other IDs_first,Start Date_first,Primary Completion Date_first,Completion Date_first,First Posted_first,Results First Posted_first,Last Update Posted_first,Locations_first,Study Documents_first,URL_first,nct,pmids
anrs,NCT00120783,Efficacy and Tolerability of an Antiretroviral Bi-Therapy in HIV Infected Patients With Multidrug Resistance,,Terminated,No Results Available,HIV Infections,Drug: Indinavir|Drug: Lamivudine|Drug: Ritonavir,"Decrease over 25% in CD4 counts (immunological failure-IF), or increase over 0.7 log in plasma HIV RNA (virological failure-VF) at two consecutive monthly visits during the 24-week study|Development of an HIV-1-related AIDS defining event|Death|Change in CD4 cell count between baseline and week 24|Change in plasma HIV-RNA level between baseline and week 4, week 8, week 12 and week 24|Change in genotypic and phenotypic resistance between baseline and week 2",French National Agency for Research on AIDS and Viral Hepatitis,All,"18 Years and older � (Adult, Older Adult)",Phase 2,40,Other,Interventional,Allocation: Non-Randomized|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,ANRS 109 VISTA,February 2002,,August 2003,"July 19, 2005",,"January 18, 2007","Service de Medecine Interne hopital Avicenne, Bobigny, France",,https://ClinicalTrials.gov/show/NCT00120783,NCT00120783,
anrs,NCT00121121,Safety of Intradermal Versus Intramuscular Administration of HIV Lipopeptides in HIV Uninfected Adult Volunteers,,Completed,No Results Available,HIV Infections|HIV Seronegativity,Biological: Lipopeptides LIPO-4,"Clinical and biological safety (over or equal to degree two of a adverse event grading scale) of LIPO-4 by ID and IM routes during the study|Comparaison of CD4 positive cells responses using|lymphoprolif�ration test and CD8 positive cells responses using the capacity of these cells to synthesize IFN following stimulation with peptides of interest (ELISPOT IFN test) following IM or ID administration at weeks 2, 6, 14, 24, and 48",French National Agency for Research on AIDS and Viral Hepatitis,All,18 Years to 55 Years � (Adult),Phase 1,70,Other,Interventional,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Prevention,ANRS VAC16,July 2004,,December 2005,"July 21, 2005",,"March 15, 2007","Hopital Cochin Centre Cochin-Pasteur d'Essais vaccinaux, Paris, France",,https://ClinicalTrials.gov/show/NCT00121121,NCT00121121,17712402
oui,NCT00121758,AIDS Vaccine Study Comparing Immunogenicity and Safety of 3 Doses of Lipopeptides Versus Placebo in Non Infected HIV Volunteers,,Completed,No Results Available,HIV Infections,Biological: LIPO-5,Percentage of patients with CD8 immune response on ELISPOT IFN-gamma at week (W) 48|Local and general adverse events|Percentage of subjects with CD4 immune response against different peptides of LIPO-5|Percentage of subjects with sustained response at week 48|Percentage of subjects with response against more than 1 peptide (multiepitopic response),French National Agency for Research on AIDS and Viral Hepatitis|Aventis Pharmaceuticals,All,21 Years to 55 Years � (Adult),Phase 2,156,Other|Industry,Interventional,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double|Primary Purpose: Prevention,2004-000233-10|ANRS VAC18,September 2004,November 2007,December 2007,"July 21, 2005",,"June 6, 2008","CIC de Vaccinologie Cochin Pasteur, Paris, France",,https://ClinicalTrials.gov/show/NCT00121758,NCT00121758,23759749;20625264
anrs,NCT00122525,Effect of Male Circumcision on HIV Incidence (ANRS 1265),,Terminated,No Results Available,HIV Infections|Herpes Genitalis|Venereal Diseases,Procedure: Male Circumcision,Measure the protective effect of medicalized male circumcision on HIV infection|Measure the protective effect on infections by the genital herpes agent Herpes simplex virus type 2 (HSV-2)|Measure the protective effect on the incidence of genital ulcer disease,French National Agency for Research on AIDS and Viral Hepatitis,Male,18 Years to 24 Years � (Adult),Phase 3,3274,Other,Interventional,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Prevention,ANRS 1265,July 2002,,July 2005,"July 22, 2005",,"April 30, 2009","MC Centre, Orange Farm, Johannesburg, South Africa",,https://ClinicalTrials.gov/show/NCT00122525,NCT00122525,19571722;19220143;19086814;19074928;16231970
anrs,NCT00122551,Intermittent Therapy in HIV-1 Infected Patients With Successful Viral Suppression Under Highly Active Antiretroviral Therapy (HAART),,Terminated,No Results Available,HIV Infections,Procedure: Intermittent antiretroviral therapy,"Immunological failure, defined by a CD4 cell count below 300/�l confirmed by a retest 14 days later during the study|1993 Centers for Disease Control (CDC) classification of HIV infection B or C events|Proportions of patients with CD4 count over 450/�l at week 96|Proportions of patients with plasma HIV load over 400 and 1000/ml thresholds|Plasma and peripheral blood mononuclear cells (PBMC) HIV resistance patterns|Proportions of patients withdrawing initial treatment strategy|Assessment of lipodystrophy and metabolic abnormalities|Antiretroviral therapy (ARTs) adherence assessment|Quality of life assessment|Cost impact of the strategies",French National Agency for Research on AIDS and Viral Hepatitis,All,"18 Years and older � (Adult, Older Adult)",Phase 3,400,Other,Interventional,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,ANRS 106 Window,December 2001,,April 2005,"July 22, 2005",,"August 1, 2005","Service des Maladies Infectieuses, Paris, France|Service des Maladies Infectieuses et Tropicales Hopital Purpan, Toulouse Cedex 9, France",,https://ClinicalTrials.gov/show/NCT00122551,NCT00122551,21738752;18931625
anrs,NCT00122577,Efficacy and Safety of Tenofovir DF/Atazanavir Enhanced With Low Dose of Ritonavir in HIV-Infected Patients,,Terminated,No Results Available,HIV Infections,Drug: Tenofovir|Drug: Atazanavir|Drug: Ritonavir,"Change in plasma HIV RNA level and percentage of patients with undetectable HIV-RNA in plasma at Week 26|Tolerance during the study|Changes in CD4+ counts at week 26|Emergence of drug-resistant viruses|Rate of virus decay in plasma in group 2 during the initial phase (14 days) of therapy according to baseline EC50 of atazanavir|Pharmacokinetic (PK) profile of atazanavir alone at day 14|Blood samples prior to drug administration (Cmin) and after drug administration on day 14 at +1h, +2h, +3h, +5h, +8h, and +24h in 10 patients of group 2|PK assessment on Week 6, of atazanavir, after 4 weeks of co-administration with tenofovir DF. (Blood samples prior to drug administration (Cmin) and after drug administration at +1h, +2h, +3h, +5h, +8h, and +24h in the same 10 patients of group 2)",French National Agency for Research on AIDS and Viral Hepatitis|Bristol-Myers Squibb|Gilead Sciences,All,"18 Years and older � (Adult, Older Adult)",Phase 2,50,Other|Industry,Interventional,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,ANRS 107 Puzzle 2,March 2002,,July 2004,"July 22, 2005",,"July 28, 2005","Service d'Immunologie clinique Hopital Europeen Georges Pompidou, Paris, France",,https://ClinicalTrials.gov/show/NCT00122577,NCT00122577,
anrs,NCT00122590,Evaluation of Therapeutic Drug Monitoring of Protease Inhibitors on Virologic Success and Tolerance of Highly Active Antiretroviral Therapy (HAART),,Terminated,No Results Available,HIV Infections,Drug: nelfinavir|Drug: lopinavir/r|Drug: indinavir|Drug: ritonavir,"treatment failure defined as viral load greater than 200 copies/ml between week 16 (W16) and week 48 (W48) (confirmed by 2 samples spiked at least 15 days apart but no more than 45 days after virological failure, assayed by 50 copies/ml method)|toxicity related to PI, defined as adverse event grade 3 or 4 with ANRS quotation, renal colic, diarrhoea grade 2, or cholesterolemia over 10 times the normal value|virological failure: viral load over 200 copies/ml between W16 and W48 (confirmed by 2 samples spiked at least 15 days apart but no more than 45 days after virological failure, assayed by 50 copies/ml method)|toxicity related to PI: adverse events grade 3 or 4 with ANRS quotation, renal colic, diarrhoea grade 2, or cholesterolemia over 10 times the normal value|patients with trough plasma concentrations outside the therapeutic range at W24 and W48|concentration changes with dosage variation|time to obtain a viral load below 200 copies/ml|relationship between adverse events grade 3 or 4 related to PI and plasma concentration at week 2 (W2)|relationship between pharmacokinetic parameters and/or plasma concentrations and the drop of viral load between day 0 (D0) and W2 and between D0 and week 4 (W4)|relationship between pharmacokinetic parameters and viral mutations occurring during the treatment of patients with virological failure (over 1000 copies/ml after week 24 [W24])|PI pharmacokinetic parameter estimation and evaluation of variability|pharmacokinetic variability of nucleoside analogues at W2|intracellular concentration of nucleoside triphosphate derivatives at W2 (trough and maximum) and relationship between virological response and adverse events|relationship between inhibitory quotient of indinavir and virological response",French National Agency for Research on AIDS and Viral Hepatitis|Hoffmann-La Roche,All,"18 Years and older � (Adult, Older Adult)",Not Applicable,115,Other|Industry,Interventional,Allocation: Non-Randomized|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,ANRS111 COPHAR 2,July 2002,,March 2005,"July 22, 2005",,"August 1, 2005","Service de Medecine Interne Hopital Cochin, Paris, France",,https://ClinicalTrials.gov/show/NCT00122590,NCT00122590,
anrs,NCT00122603,Dual Boosted Protease Inhibitor Regimens Without Any Additional Antiretroviral Therapy in HIV-1 Infected Patients (ANRS127),,Completed,No Results Available,HIV Infections,Drug: Fosamprenavir|Drug: Saquinavir,Virologic success defined as HIV RNA levels below 50 copies/ml after 16 weeks of initial treatment|Safety of protease inhibitors|Percentage of patients with viral load below 400 copies/ml at week 16 (W16)|Body mass index (BMI),French National Agency for Research on AIDS and Viral Hepatitis|Bristol-Myers Squibb|GlaxoSmithKline|Hoffmann-La Roche,All,"18 Years and older � (Adult, Older Adult)",Phase 2,61,Other|Industry,Interventional,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,2005-003470-20|ANRS 127 2 IP,December 2005,,August 2007,"July 22, 2005",,"December 22, 2011","Service des Maladies infectieuses et tropicales Hopital Bichat Claude Bernard, Paris, France",,https://ClinicalTrials.gov/show/NCT00122603,NCT00122603,19420019
anrs,NCT00122655,Study Evaluating the Impact on Fat Distribution of Nucleoside Reverse Transcriptase Inhibitor (NRTI)-Sparing Regimens in Antiretroviral Experienced Patients With Lipoatrophy,,Terminated,No Results Available,HIV Infections|HIV Lipodystrophy Syndrome,Drug: non-nucleoside reverse transcriptase inhibitors|Drug: nucleoside reverse transcriptase inhibitors|Drug: protease inhibitors,Evolution from inclusion to week 48 of the peripheral fat tissue measured on computed tomography (CT) scan by a volumetric fat centralized evaluation of the thighs|Evolution of the viral load (VL) from inclusion to week 48 and proportion of patients with a VL over 400 copies/ml at week 48|Change in CD4 cell count between day 0 (D0) and week 48|Change in lipid profile and glucidic metabolism between D0 and week 48|Evolution of SAT/TAT and VAT/TAT between D0 and week 48,French National Agency for Research on AIDS and Viral Hepatitis,All,"18 Years and older � (Adult, Older Adult)",Phase 4,100,Other,Interventional,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,ANRS108 NONUKE,January 2001,,June 2005,"July 22, 2005",,"November 15, 2005","Service des Maladies infectieuses et Tropicales Hopital Pitie Salpetriere, Paris, France",,https://ClinicalTrials.gov/show/NCT00122655,NCT00122655,
anrs,NCT00122668,Evaluation of the Occurrence of Lipoatrophy in HIV-1 Infected Naive Patients,,Terminated,No Results Available,HIV Infections|HIV-Associated Lipodystrophy Syndrome,Drug: non-nucleoside reverse transcriptase inhibitors|Drug: nucleoside reverse transcriptase inhibitors|Drug: protease inhibitor,Evolution of subcutaneous fat in the limbs measured by DEXA and CT-scan of the thighs between baseline and Week 96|During the study until 96 weeks|Viro-immunologic efficacy: Proportion of patients with a plasma viral load below 400 and 50 copies/ml|Evolution of viral load|Evolution of CD4 lymphocytes|Evaluation of clinical safety|Evaluation of lipohypertrophic syndrome|Evaluation of glucidic and lipids metabolic profile|Evaluation of mitochondrial toxicity|Evaluation of bone toxicity by measurement of bone density|Evaluation of plasma trough concentration of protease inhibitors and non nucleoside reverse transcriptase inhibitors|Evaluation of intracellular concentration of nucleoside reverse transcriptase inhibitors|Evolution of quality of life using the World Health Organization Quality of Life in persons with HIV Brief Form (WHO-QOL-HIV BREF),French National Agency for Research on AIDS and Viral Hepatitis,All,"18 Years and older � (Adult, Older Adult)",Phase 4,112,Other,Interventional,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,ANRS121 HIPPOCAMPE,November 2003,,July 2005,"July 22, 2005",,"November 15, 2005","Service des Maladies infectieuses et Tropicales Hopital Pitie Salpetriere, Paris, France",,https://ClinicalTrials.gov/show/NCT00122668,NCT00122668,19487903;19363330;18641035
anrs,NCT00125814,Structured Treatment Interruptions With or Without Pegylated Interferon Alpha for HIV-Infected Patients After Prolonged Viral Suppression,,Terminated,No Results Available,HIV Infections,Drug: Interferon alfa-2b|Procedure: Structured treatment interruptions,Proportion of patients who did not reach the criteria to resume antiretroviral treatment at week 72 [W 72] (viral load over 30000 cp/ml at two consecutive monthly samples and/or CD4 count below 350/mm3 at two consecutive monthly samples)|Viral rebound one and 3 months after stopping all antiviral treatments|Specific anti-HIV CD4 and CD8 response|Proviral HIV DNA at baseline and during follow-up|Description of genetic HIV viral mutations during procedure|Safety,French National Agency for Research on AIDS and Viral Hepatitis|Schering-Plough,All,"18 Years and older � (Adult, Older Adult)",Phase 3,200,Other|Industry,Interventional,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,ANRS 105 INTERVAC,December 2001,,January 2005,"August 2, 2005",,"August 16, 2005","Service de Medecine Interne, Clamart, France",,https://ClinicalTrials.gov/show/NCT00125814,NCT00125814,
anrs,NCT00126243,"Efficacy of Rituximab and Cyclophosphamide, Doxorubicin, Vincristine, Prednisone (CHOP) in Patients With HIV Associated Non-Hodgkin's Lymphoma",,Terminated,No Results Available,AIDS Related Lymphoma,Drug: rituximab|Drug: CHOP,Evaluate the response rate of lymphoma treated|Duration of response|Evaluate the time to progression|Survival|Safety of rituximab in HIV patients with lymphoma when sequentially administered with chemotherapy,French National Agency for Research on AIDS and Viral Hepatitis|Hoffmann-La Roche,All,"18 Years to 75 Years � (Adult, Older Adult)",Phase 2,60,Other|Industry,Interventional,Allocation: Non-Randomized|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,ANRS 085 Rituximab,January 1999,,October 2003,"August 3, 2005",,"August 17, 2005","Service de Medecine Interne Hopital Antoine Beclere, Clamart, France",,https://ClinicalTrials.gov/show/NCT00126243,NCT00126243,
oui,NCT00136630,"Natural History, Genetic Bases and Phenotype-genotype Correlations in Autosomal Dominant Spinocerebellar Degenerations",,Completed,No Results Available,Spinocerebellar Ataxias|Spastic Paraplegias,,,"Institut National de la Santé Et de la Recherche Médicale, France|Assistance Publique - Hôpitaux de Paris",All,"18 Years to 80 Years   (Adult, Older Adult)",,175,Other,Observational,Observational Model: Family-Based|Time Perspective: Prospective,RBM01-59 _ AOM03059,May 2005,May 2016,May 2020,"August 29, 2005",,"August 25, 2021","Hôpital Pellegrin, Bordeaux, France|CHU de Grenoble, Grenoble, France|Hôpital Neurologique Pierre Wertheimer, Lyon, France|Hôpital La Timone, Marseille, France|Hôpital Carémeau, Nîmes, France|Hôpital Pitié-Salpêtrière, Paris, France|Hôpital Charles Nicolle, Rouen, France|Hôpital Purpan, Toulouse, France",,https://ClinicalTrials.gov/show/NCT00136630,NCT00136630,24780882;22491195
oui,NCT00136721,Parkin Mutations and Their Functional Consequences,,Unknown status,No Results Available,Parkinson's Disease,,,"Institut National de la Sant� Et de la Recherche M�dicale, France|National Institutes of Health (NIH)",All,"18 Years to 80 Years � (Adult, Older Adult)",,2500,Other|NIH,Observational,Time Perspective: Prospective,9HD01H|R01NS041723-01A1,June 2002,,May 2006,"August 29, 2005",,"December 4, 2007","H�pital Piti�-Salp�tri�re, Paris, France",,https://ClinicalTrials.gov/show/NCT00136721,NCT00136721,
oui,NCT00137904,Sleep Disorders in Patients With Multiple Sclerosis,,Unknown status,No Results Available,Multiple Sclerosis,,,"Groupe Hospitalier Pitie-Salpetriere|Institut National de la Santé Et de la Recherche Médicale, France",All,18 Years to 55 Years   (Adult),,51,Other,Observational,Observational Model: Case-Control|Time Perspective: Other,RBM0242,,,,"August 30, 2005",,"February 9, 2006","Centre d'Investigation Clinique-Hopital Pitié-Salpêtrière, Paris, France",,https://ClinicalTrials.gov/show/NCT00137904,NCT00137904,
oui,NCT00139308,High Frequency Stimulation of the GPi or Thalamus in Tourette's Syndrome,,Completed,No Results Available,Tourette's Syndrome,Device: high frequency stimulation,Severity of tics,"Groupe Hospitalier Pitie-Salpetriere|Institut National de la Santé Et de la Recherche Médicale, France",All,18 Years to 55 Years   (Adult),Phase 1,,Other,Interventional,Allocation: Randomized|Intervention Model: Crossover Assignment|Masking: Double|Primary Purpose: Treatment,RBM0008,,,,"August 31, 2005",,"August 31, 2005","Centre d'Investigation Clinique-Hôpital Pitié-Salpetriere, Paris, France",,https://ClinicalTrials.gov/show/NCT00139308,NCT00139308,18625864
oui,NCT00139321,Biomechanical Parameters of Gait in Patients With Parkinson's Disease and Parkinsonian Syndromes,,Terminated,No Results Available,"Gait Disorders, Neurologic",Device: Force platform and electromyography,Biomechanical gait initiation parameters,"Groupe Hospitalier Pitie-Salpetriere|Institut National de la Santé Et de la Recherche Médicale, France",All,"18 Years to 85 Years   (Adult, Older Adult)",Not Applicable,110,Other,Interventional,Allocation: Non-Randomized|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Diagnostic,RBM0260,June 2004,July 2007,July 2007,"August 31, 2005",,"January 8, 2013","Centre d'Investigation Clinique-Hôpital Pitié-Salpetriere, Paris, France",,https://ClinicalTrials.gov/show/NCT00139321,NCT00139321,
oui,NCT00139373,Study of the Distractibility Syndrome in Patients With Progressive Supranuclear Palsy,,Unknown status,No Results Available,"Supranuclear Palsy, Progressive",Drug: donepezil,,"Groupe Hospitalier Pitie-Salpetriere|Institut National de la Sant� Et de la Recherche M�dicale, France",All,"30 Years to 80 Years � (Adult, Older Adult)",Phase 2,16,Other,Interventional,Allocation: Randomized|Intervention Model: Crossover Assignment|Masking: Double|Primary Purpose: Treatment,RBM0323,,,,"August 31, 2005",,"September 14, 2007","Centre d'Investigation Clinique-H�PITAL PITI�-SALPETRIERE, Paris, France",,https://ClinicalTrials.gov/show/NCT00139373,NCT00139373,
oui,NCT00140829,SPATAX: Clinical and Genetic Analysis of Cerebellar Ataxias and Spastic Paraplegias,Spatax,Unknown status,No Results Available,Cerebellar Ataxias|Spastic Paraplegias,,,"Institut National de la Santé Et de la Recherche Médicale, France|Institut des Maladies Rares|National Research Agency, France",All,"2 Years to 70 Years   (Child, Adult, Older Adult)",,6000,Other,Observational,Observational Model: Family-Based|Time Perspective: Prospective,RBM01-29|DGS2005/003,July 2003,,December 2012,"September 1, 2005",,"March 27, 2012","CHU Mustapha, Algiers, Algeria|Université Libre de Bruxelles - Hôpital Erasme, Brussels, Belgium|The Panum Institute, Copenhagen, Denmark|CHU d'Angers, Angers, France|Hôpital Pellegrin, Bordeaux, France|Hôpitaux de Clermont-Ferrand, Clermont-Ferrand, France|CHU, Grenoble, France|Hôpital de la Timone, Marseille, France|Hôpital Carémeau, Nîmes, France|Hôpital Armand Trousseau, Paris, France|Pitié-Salpêtrière Hospital, Paris, France|Hôpital Charles Nicolle, Rouen, France|Hôpital Purpan, Toulouse, France|Hadassah-Hebrew University Hospital, Jerusalem, Israel|Dipartimento Di Scienze Neurologiche, Napoli, Italy|Molecular Medicine and Department of Neurosciences, Roma, Italy|Université Saint-Joseph, Beirut, Lebanon|CHU de Rabat, Rabat, Morocco|Radboud University Nijmegen Medical Centre, Nijmegen, Netherlands|Ullevål University Hospital, Oslo, Norway|University of Porto, Porto, Portugal|Hospital San Sebastião, Santa Maria de Feira, Portugal|King Khalid University Hospital, Riyadh, Saudi Arabia|Clinical Centre of Serbia, Belgrade, Serbia|Hôpital Habib Bourguiba, Sfax, Tunisia|Royal Free and University College Medical School, London, United Kingdom|The National Hospital, London, United Kingdom",,https://ClinicalTrials.gov/show/NCT00140829,NCT00140829,
oui,NCT00142311,Functional Characterization of Parkin + Patients,,Terminated,No Results Available,Parkinson's Disease,,,"Institut National de la Santé Et de la Recherche Médicale, France|Assistance Publique - Hôpitaux de Paris",All,"18 Years to 80 Years   (Adult, Older Adult)",,97,Other,Observational,Observational Model: Case-Control|Time Perspective: Prospective,A02094|4CC03H-A02094SP|RAF/03003/P011104/PCR02006,November 2003,,September 2006,"September 2, 2005",,"April 19, 2007","Centre Hospitalier du Pays d'Aix, Aix-en-Provence, France|Hôpital Gabriel Montpied, Clermont-Ferrand, France|CHU, Grenoble, France|Hôpital Roger Salengro, Lille, France|Hôpital Neurologique Pierre Wertheimer, Lyon, France|Hôpital René et Guillaume Laennec, Nantes, France|Hôpital Saint-Antoine, Paris, France|Pitié-Salpêtrière Hospital - Centre of Clinical Investigations, Paris, France|Pitié-Salpêtrière Hospital - Federation of Neurology, Paris, France|Pitié-Salpêtrière Hospital - Service of Psychiatry, Paris, France|Hôpital Haut-Lévêque, Pessac, France|Hôpital Pontchaillou, Rennes, France|Hôpital Civil, Strasbourg, France|Hôpital Purpan, Toulouse, France",,https://ClinicalTrials.gov/show/NCT00142311,NCT00142311,
oui,NCT00142363,Cohorts and Collections: Clinical and Genetic Study of Parkinson's Disease and Epilepsies,,Terminated,No Results Available,Parkinson's Disease|Epilepsy,,,"Institut National de la Santé Et de la Recherche Médicale, France|Ministry of Health, France",All,"1 Year to 90 Years   (Child, Adult, Older Adult)",,1700,Other,Observational,Observational Model: Case-Control|Time Perspective: Prospective,4CH03G,May 2004,,December 2006,"September 2, 2005",,"March 1, 2006","Centre Hospitalier du Pays d'Aix, Aix-en-Provence, France|Hôpital Gabriel Montpied, Clermont-Ferrand, France|CHU de Grenoble, Grenoble, France|Hôpital Roger Salengro, Lille, France|Hôpital Neurologique Pierre Wertheimer, Lyon, France|Hôpital René et Guillaume Laennec, Nantes, France|Hôpital Pasteur, Nice, France|Hôpital Saint-Antoine, Paris, France|Hôpital Pitié-Salpêtrière, Paris, France|Pitié-Salpêtrière Hospital - Centre of Clinical Investigations, Paris, France|Hôpital Robert Debré, Paris, France|Hôpital Haut-Lévêque, Pessac, France|Hôpital Pontchaillou, Rennes, France|Hôpital Civil, Strasbourg, France|Hôpital Purpan, Toulouse, France",,https://ClinicalTrials.gov/show/NCT00142363,NCT00142363,
