statut,statut_label,statut_name,NCTId,eudraCT,CTIS,completion_year,clinical_trial_title,acronym,results_1y,results_3y,results,intervention_type
📘,bleu,pas de résultat ni de publication,NCT02818738,,,2021,"A Multicenter, Randomised, Double-blind Placebo-controlled Trial Assessing the Efficiency of Levamisole for Maintaining Remission After the First Flare of Steroid Sensitive Nephrotic Syndrome in Children.",NEPHROVIR3,False,False,False,DRUG
📘,bleu,pas de résultat ni de publication,NCT02869945,,,2021,Dopaminergic Denervation and COMT Polymorphism in de Novo Patients With Parkinson's Disease,DATACOMT,False,False,False,GENETIC
📙,orange,résultat et / ou publication posté dans les 36 mois,NCT04334850,2020-001324-33,,2021,"Use of a Respiratory Multiplex PCR and Procalcitonin to Reduce Antibiotics Exposure in Patients With Severe Confirmed COVID-19 Pneumonia : a Multicenter, Parallel-group, Open-label, Randomized Controlled Trial",MultiCov,False,True,True,PROCEDURE
📘,bleu,pas de résultat ni de publication,NCT02256371,,,2021,Efficacy of 2 Psycho-physical Methods in the Treatment of Neuropathic Pain: a Randomized Controlled Monocentric Study,PSYCNEP,False,False,False,BEHAVIORAL
📘,bleu,pas de résultat ni de publication,NCT04917133,,,2021,"Effect of Adapted Physical Activity, During Rehabilitation Stay, on Abilities and Quality of Life of Huntington Patients and Their Relatives ""HUNT'ACTIV-MH-REHAB MOVE MORE TO LIVE BETTER""",HUNT'ACTIV,False,False,False,BEHAVIORAL
📘,bleu,pas de résultat ni de publication,NCT04732260,,2024-512869-14-00,2021,Prenatal Treatment of Congenital Cytomegalovirus Infection With Letermovir Randomized Against Valaciclovir - STEP 1,CYMEVAL3-STEP1,False,False,False,DRUG
📗,vert,résultat et / ou publication posté dans les 12 mois,NCT01626833,,,2021,Severe Decrease of Growth Velocity in Children With Anorexia Nervosa. Therapeutic Trial of Growth Hormone,OREX,True,True,True,BIOLOGICAL
📘,bleu,pas de résultat ni de publication,NCT04237181,,,2021,Results of FilmArray® Gastro-intestinal Panel (GI Panel) and Serum Procalcitonin (PCT) in Acute Colitis and Infectious Diarrhea in the Emergency Department.,PRODIARRAY,False,False,False,DEVICE
📘,bleu,pas de résultat ni de publication,NCT03706599,,,2021,Fever Infants and Therapeutic Education in Emergency Department,D-FI-2,False,False,False,BEHAVIORAL
📗,vert,résultat et / ou publication posté dans les 12 mois,NCT04333368,,,2021,Cell Therapy Using Umbilical Cord-derived Mesenchymal Stromal Cells in SARS-CoV-2-related ARDS,STROMA-CoV2,True,True,True,BIOLOGICAL
📘,bleu,pas de résultat ni de publication,NCT02906761,,,2021,Aspirin for Uncontrolled Asthma : a Randomized Controlled Study,ASTHMIRINE,False,False,False,DRUG
📗,vert,résultat et / ou publication posté dans les 12 mois,NCT04007848,,,2022,"Cobimetinib for BRAF-wild-type or Mutated Histiocytoses : a Randomized, Placebo-controlled, Double Blind Study"" COBRAH Study",COBRAH,True,True,True,DRUG
📘,bleu,pas de résultat ni de publication,NCT02955966,,,2022,PET/CT Guided Antifungal Stewardship in Invasive Pulmonary Aspergillosis,OPTIFIL,False,False,False,BIOLOGICAL
📘,bleu,pas de résultat ni de publication,NCT02945059,,,2022,Multicentric Prospective Study Assessing the Efficiency of Preoperative Reversible Selective Portal Vein Embolization in Patients Requiring Major Hepatic Resection,EMBORES,False,False,False,PROCEDURE
📘,bleu,pas de résultat ni de publication,NCT03894657,,,2022,Validation of Respiratory Epithelial Functional Assessment to Predict Clinical Efficacy of Orkambi®. Pathway to Personalized Therapy in Cystic Fibrosis,PREDICT-CF,False,False,False,DRUG
📘,bleu,pas de résultat ni de publication,,2017-002155-28,,2022,"Evaluation of allopurinol treatment for autistic disorders and epilepsy in adenylosuccinate lyase deficiency (ADSL) 
 
 
 Evaluation d’un traitement à l’allopurinol sur les troubles autistiques et l’épilepsie dans le déficit en adénylosuccinate lyase (ADSL)",ADSL,False,False,False,
📗,vert,résultat et / ou publication posté dans les 12 mois,NCT04568707,,,2022,Evaluation of Biological Response to SARS-COV2 in Patients With Pre-existing Neurological Disease or With New Neurological Manifestations of COVID-19,,True,True,True,OTHER
📘,bleu,pas de résultat ni de publication,NCT04822818,,,2022,"TRIAL EVALUATING EFFICACY and SAFETY OF BEVACIZUMAB (ZIRABEV®) IN PATIENTS WITH SEVERE HYPOXEMIC COVID-19, NESTED IN THE CORIMUNO-19 COHORT",BEVA,False,False,False,DRUG
📘,bleu,pas de résultat ni de publication,NCT05280119,,,2022,Assessment of the echOpen Ultra-portable Ultrasound Device in Daily Use by Clinicians. Part I: Identification of Effusion and Detection of Basilic Vein,CLIN-ECHO-I,False,False,False,PROCEDURE
📘,bleu,pas de résultat ni de publication,NCT04844489,,,2022,Study of the Humoral Response to SARS-CoV-2 Variants and of the Cellular Response After Vaccination Against COVID-19 in Immunocompromised People,COVIVAC-ID,False,False,False,OTHER
📘,bleu,pas de résultat ni de publication,NCT02841215,,,2022,A Randomized Controlled Double-blind Trial Assessing the Efficacy of a 400µg/kg Ivermectin /5% Permethrin / Emollient Cream Regimen in Patients With Crusted Scabies as Compared to a 200µg/kg Ivermectin /5% Permethrin /Emollient Cream Regimen,GALECRUSTED,False,False,False,DRUG
📗,vert,résultat et / ou publication posté dans les 12 mois,NCT03634098,,,2022,Identification and Validation of Noninvasive Biomarkers (Virtual Biopsy) of the Diagnosis and Severity of NASH in Type 2 Diabetics: a Cross-sectional Study,Quid-Nash,True,True,True,DEVICE
📘,bleu,pas de résultat ni de publication,NCT03878251,,,2022,Development and Validation of Quantitative Attention Evaluation Criteria in Patients With Intellectual Disability,EVALDI,False,False,False,DEVICE
📘,bleu,pas de résultat ni de publication,NCT03580421,,,2022,"Cost-utility, Safety and Feasibility of Ambulatory Surgery Versus Traditional Pathway in the Management of Endometrial Cancer: a Multicentre, Prospective and Randomised Study",AMBU-ENDO,False,False,False,PROCEDURE
📗,vert,résultat et / ou publication posté dans les 12 mois,NCT01923636,,,2022,"Evaluation of the Prognostic Value of Clinical, Imaging, Immunological and Virological Markers in the Neonatal Period for the Development of Neurosensorial Sequelae at 1 Year in Children Infected by Cytomegalovirus in Utero.",CYMEPEDIA,True,True,True,OTHER
📘,bleu,pas de résultat ni de publication,NCT04607551,,,2022,PRONing to Facilitate Weaning From ECMO in Patients With Refractory Acute Respiratory Distress Syndrome,PRONECMO,False,False,False,PROCEDURE
📘,bleu,pas de résultat ni de publication,NCT03947151,,,2022,Efficacy and Tolerance of an Ovarian Stimulation Protocol Combining FSH and Degarelix Acetate in Female Candidates for Fertility Preservation Before Chemotherapy for Breast Cancer,DEGASTIM,False,False,False,DRUG
📘,bleu,pas de résultat ni de publication,NCT04470687,,,2022,Innovative Applications of Ultrafast Ultrasound Imaging in Peripheral Vascular Pathology: Evaluation of Carotid Plaque Vulnerability by Quantification of Neovascularization,ULTRA-VASC,False,False,False,DEVICE
📘,bleu,pas de résultat ni de publication,,2016-003433-20,,2022,"Anakinra versus placebo double blind Randomized controlled trial for the treatment of Acute Myocarditis 
 
 
 Anakinra contre placebo:Etude randomisée,en double aveugle dans le traitement de la myocardite aigue",ARAMIS,False,False,False,
📘,bleu,pas de résultat ni de publication,NCT05136495,,,2022,Assessment of ADCY5-related Movement Disorders With Motion SENSors: a Feasibility Study,SENSeo-ADCY5,False,False,False,OTHER
📗,vert,résultat et / ou publication posté dans les 12 mois,NCT04355533,,,2022,Seroprevalence and Antibody Profiling Against SARS-CoV2 in Children and Their Parents,PED-COVID,True,True,True,BIOLOGICAL
📘,bleu,pas de résultat ni de publication,NCT02213705,,,2022,Treatment of Refractory Sever Systemic Scleroderma by Injection of Allogeneic Mesenchymal Stem Cells,MSC,False,False,False,BIOLOGICAL
📘,bleu,pas de résultat ni de publication,NCT02929251,,,2022,"Multicentre, Randomized, Multi-arm Trial Comparing the Efficacy and Safety of Adalimumab, Anakinra and Tocilizumab in Subjects With Non-infectious Refractory Uveitis RUBI: Refractory Uveitis BIotherapies",RUBI,False,False,False,DRUG
📘,bleu,pas de résultat ni de publication,NCT04133233,,,2022,Low Dose IL-2 Therapy in Patients With a Depressive Episode in the Course of a Bipolar Disorder,DEPIL-2,False,False,False,DRUG
📘,bleu,pas de résultat ni de publication,NCT04608214,,,2022,"Evaluation of the Efficacy, Safety and Tolerability of Alisporivir for the Treatment of Hospitalised Patients With Infections Due to SARS-CoV-2 (COVID-19). A Randomised, Open-label, Proof of Concept, Phase 2 Study",CYCLOVID,False,False,False,DRUG
📘,bleu,pas de résultat ni de publication,NCT03776643,,,2022,Safety and Efficacy of Low-dose IL-2 in Birch Pollen Allergy,Rhinil-2,False,False,False,DRUG
📘,bleu,pas de résultat ni de publication,NCT04874623,,,2022,Identification of IgA Monoclonal Antibodies Anti-Clostridium Difficile Surface Proteins,IgAClostridium,False,False,False,OTHER
📘,bleu,pas de résultat ni de publication,NCT04322435,,,2022,Prevalence of Hypoglycaemia in Congenital Adrenal Insufficiency,GLYSUR,False,False,False,OTHER
📗,vert,résultat et / ou publication posté dans les 12 mois,NCT02390895,,,2022,Prenatal Endoscopic Repair of Fetal Spina Bifida,ENDOSPIN,True,True,True,PROCEDURE
📘,bleu,pas de résultat ni de publication,NCT02813850,,,2022,"Impact of Home-based Oxygen Therapy on Maternal and Fetal Complications, in Pregnant Women With Sickle Cell Disease. A Randomized Multi-center Trial.",DRO2G,False,False,False,DEVICE
📙,orange,résultat et / ou publication posté dans les 36 mois,NCT04754282,,,2022,Impact of a Cross-legged Versus Traditional Sitting Position for the Success of an Epidural Analgesia Catheter Placement During Labor,IP3,False,True,True,OTHER
📘,bleu,pas de résultat ni de publication,NCT03555916,,,2022,Use of Botulinum Toxin (BTX) for the Treatment of Peripheral Painful Traumatic Trigeminal Neuropathy (PPTTN),TRIGTOX,False,False,False,DRUG
📗,vert,résultat et / ou publication posté dans les 12 mois,NCT04808882,,,2022,"ANTIcoagulation in Severe COVID-19 Patients: a Multicenter, Parallel-group, Open-label, Randomized Controlled Trial",ANTICOVID,True,True,True,DRUG
📘,bleu,pas de résultat ni de publication,NCT04711278,,,2022,Hypnosis Mask in Pre-operative Anxiety Management in Ambulatory Surgery Patients: Using Virtual Reality,PACAH-UCA HV,False,False,False,DEVICE
📘,bleu,pas de résultat ni de publication,NCT04236271,,,2022,"TELEsurveillance of Patients in PostopErative Bridge surgeryAge CoronairE, Pilot Study",TELE-PEACE,False,False,False,DEVICE
📗,vert,résultat et / ou publication posté dans les 12 mois,NCT03349905,,,2022,A Randomized Trial of Deferred Versus Fresh Embryo Transfers in Infertile Women Undergoing IVF-ICSI,DEFETOSE,True,True,True,PROCEDURE
📘,bleu,pas de résultat ni de publication,NCT04420026,,,2022,Study of the Contribution of Automatic Image Fusion of a Cone-beam CT Volume With Ultrasound During Percutaneous Ablation Treatment of Hepatic Tumors,IAT,False,False,False,RADIATION
📘,bleu,pas de résultat ni de publication,NCT02905799,,,2022,"Evolution of Pain At Three Months by Oral Resveratrol in Primary Knee Osteoarthritis: a Multicenter, Double-blind, Randomized, Placebo-controlled Trial",ARTHROL,False,False,False,DRUG
📘,bleu,pas de résultat ni de publication,NCT03926572,,,2022,Pronostic Study of Biomarkers in Acute Decompensation of Pulmonary Hypertension,PROPULS,False,False,False,OTHER
📘,bleu,pas de résultat ni de publication,NCT02753998,,,2022,Paclitaxel-coated Balloon Angioplasty Versus Standard Angioplasty for the Treatment of Stenosis of Arteriovenous Fistula,ABISS,False,False,False,PROCEDURE
📘,bleu,pas de résultat ni de publication,NCT03965702,,,2022,Impact of a Real Time Clinical Decision Support System to Guide Fluid Administration on Microvascular Parameters in Patients Undergoing Major Abdominal and Orthopedic Surgery: A Randomized Controlled Trial,MicroSupport,False,False,False,DEVICE
📘,bleu,pas de résultat ni de publication,NCT03187743,,,2022,Personalised Pharmacological Approach to the Tapering of Corticosteroid Doses in Systemic Lupus Patients Treated With Prednisone,DECOR,False,False,False,OTHER
📘,bleu,pas de résultat ni de publication,NCT04184674,,,2022,Impact of the Transpulmonary Pressure on Right Ventricle Function in Acute Respiratory Distress Syndrome,VD-SDRA,False,False,False,OTHER
📘,bleu,pas de résultat ni de publication,NCT03919266,,,2022,"Combined Use of a Respiratory Broad Panel Multiplex PCR and Procalcitonin to Reduce Antibiotics Exposure in Adult Patients With Sickle-cell Disease Hospitalized for Acute Chest Syndrome. A Bi-centric, Open, Parallel-group, Randomized Controlled Study",Antibio_STA,False,False,False,PROCEDURE
📘,bleu,pas de résultat ni de publication,NCT03018834,,,2022,Anakinra Versus Placebo Double Blind Randomized Controlled Trial for the Treatment of Acute MyocarditIS,ARAMIS,False,False,False,DRUG
📗,vert,résultat et / ou publication posté dans les 12 mois,NCT03719027,,,2022,Prevalence of Chronic Thromboembolic Pulmonary Hypertension After Acute Pulmonary Embolism. History of the Diagnosis. (Preva-CTEPH) Study,Preva-CTEPH,True,True,True,DIAGNOSTIC_TEST
📘,bleu,pas de résultat ni de publication,NCT03371095,,,2022,"Multicenter, Randomized, Prospective Trial Comparing the Efficacy and Safety of Infliximab to That of Cyclophosphamide in Severe Behçet's Disease. ITAC : Induction Therapy With Anti-TNFα vs Cyclophosphamide in Severe Behçet Disease",ITAC,False,False,False,DRUG
📗,vert,résultat et / ou publication posté dans les 12 mois,NCT04520516,,,2022,Trial of Auricular Vagus Nerve Stimulation in Painful and Inflammatory Erosive Hand Osteoarthritis,ESTIVAL,True,True,True,DEVICE
📘,bleu,pas de résultat ni de publication,,2017-000826-36,,2022,"Efficacy and safety of immunoglobulin associated with rituximab versus rituximab alone in Childhood-Onset steroid-dependent nephrotic syndrome 
 
 
 Evaluation de l'efficacité et de la tolérance de l'injection d'immunoglobulines en association au rituximab par rapport au rituximab seul dans le syndrome néphrotique corticodépendant à début pédiatrique",RITUXIVIG,False,False,False,
📗,vert,résultat et / ou publication posté dans les 12 mois,NCT04014673,,,2022,Natural History Characterization in Symptomatic and Asymptomatic Progranuline Gene Mutation Carriers,Predict-PGRN,True,True,True,BEHAVIORAL
📘,bleu,pas de résultat ni de publication,NCT03477552,,,2022,Efficacy of AccuVein V400 to Facilitate Peripheral Intravenous Placement in Sickle Cell Disease Adults With Vaso-occlusive Crisis : a Randomized Clinical Trial,PERFID,False,False,False,DEVICE
📘,bleu,pas de résultat ni de publication,NCT04991246,,,2022,Project FLUx COntact-CoVID-19 Faculty of Medicine Paris-Saclay,FLUCOVID,False,False,False,OTHER
📘,bleu,pas de résultat ni de publication,,2020-002206-10,,2022,"A prospective study of the safety and efficacy of the use of a Lipiodol Emulsion for the embolization of inflammatory hypervascularizations observed in patients with articular or abarticular pain in the knee - LipioJoint 1 
 
 
 Étude prospective de sécurité et d'efficacité d'utilisation d'une émulsion de Lipiodol pour l'embolisation des hypervascularisations inflammatoires observées chez des patients ayant des douleurs articulaires ou abarticulaires du genou - LipioJoint 1","LipioJoint 1 
 
 
 LipioJoint 1",False,False,False,
📗,vert,résultat et / ou publication posté dans les 12 mois,NCT02904811,,,2022,Prevention of Diseases Induced by Chlamydia Trachomatis,i-PREDICT,True,True,True,OTHER
📘,bleu,pas de résultat ni de publication,NCT03895736,,,2022,""" Etude du Transcriptome Complet Lors du Syndrome Post-arrêt Cardiaque "" Transcriptome Assessment After Cardiac Arrest",OMECARD,False,False,False,BIOLOGICAL
📘,bleu,pas de résultat ni de publication,NCT04774510,,,2022,Optimized C-arm Cone Beam CT (CBCT) in the Neuro Angio-suite (NAS) for the Endovascular Treatment (EVT) of Acute Ischemic and Hemorrhagic Stroke,ASO-AVC,False,False,False,OTHER
📘,bleu,pas de résultat ni de publication,NCT02411253,,,2022,European Phase-IIb Clinical Trial Evaluating Efficacy of Low Dose rhIL-2 in Patients With Recently-diagnosed Type 1 Diabetes DIABIL-2,DIABIL-2,False,False,False,DRUG
📘,bleu,pas de résultat ni de publication,NCT04639037,,,2022,Tight Postoperative Control of Mean Arterial Pressure Using a Closed-loop System for Norepinephrine Administration: A Randomized Controlled Trial in Patients Admitted to the Intensive Care Unit After a Major Surgery.,COMAP-ICU,False,False,False,DEVICE
📘,bleu,pas de résultat ni de publication,,2018-002591-40,,2022,"Evaluation of bronchial remodeling during mepolizumab treatment in severe eosinophilic asthma 
 
 
 Evaluation du remodelage bronchique lors d’un traitement par mépolizumab dans l’asthme sévère éosinophile","REMOMEPO 
 
 
 REMOMEPO",False,False,False,
📘,bleu,pas de résultat ni de publication,NCT05869084,,,2022,Assessment of Bronchial Obstruction in Adolescents With HIV,ResppedHIV,False,False,False,DIAGNOSTIC_TEST
📘,bleu,pas de résultat ni de publication,NCT04733092,,,2022,Prospective Study of the Safety and Efficacy of the Use of a Lipiodol Emulsion for the Embolization of Inflammatory Hypervascularizations Observed in Patients With Joint or Abarticular Knee Pain,LipioJoint1,False,False,False,DRUG
📘,bleu,pas de résultat ni de publication,NCT04656158,,,2022,Comparative Effects of Therapeutic Horticulture and Handiwork on Anterior Cingulate Cortex Activation in People With Chronic Low Back Pain : A Randomized Cross-over Controlled Pilot Study,HORTICARE,False,False,False,OTHER
📗,vert,résultat et / ou publication posté dans les 12 mois,NCT04358133,,,2022,Relieving Dyspnea With Low Dose of Morphine in Patients Admitted to the Intensive Care Unit for an Acute Respiratory Failure: a Double-blind Randomized Controlled Pilot Study,OPIDYS,True,True,True,DRUG
📘,bleu,pas de résultat ni de publication,,2020-002295-13,,2022,"Evaluation of the efficacy, safety and tolerability of alisporivir for the treatment of hospitalised patients with infections due to SARS-CoV-2 (COVID-19).  A randomised, open-label, proof of concept, Phase 2 study. 
 
 
 
 Evaluation de l’efficacité, la sécurité et la tolérance de l'alisporivir chez des patients hospitalisés pour une infection par le SARS- CoV-2 (COVID-19). Étude de faisabilité de phase 2, randomisée, en ouvert.",CYCLOVID,False,False,False,
📘,bleu,pas de résultat ni de publication,NCT02267161,,,2022,Outcome of Infants With Prenatal Corpus Callosum Agenesis,Dacci,False,False,False,OTHER
📘,bleu,pas de résultat ni de publication,NCT04677556,,,2022,Comparison Between Continuous Positive Airway Pressure (CPAP) and Non Invasive Positive Pressure Ventilation (NiPPV) in Bronchiolitis Under Non- Invasive Ventilation,BRONCHIO-VNI,False,False,False,OTHER
📘,bleu,pas de résultat ni de publication,NCT04817319,,,2022,Risk of Contamination by COVID-19 During Oral Care With Aerosolization,Bu-Covid,False,False,False,PROCEDURE
📗,vert,résultat et / ou publication posté dans les 12 mois,NCT03991091,,,2022,Reducing Neonatal Morbidity by Discontinuing Oxytocin During the Active Phase of 1st Stage of Labor: a Multicenter Randomized Controlled Trial,STOPOXY,True,True,True,DRUG
📘,bleu,pas de résultat ni de publication,NCT04925401,,,2022,Evaluation of Knowledge About Fever After Consultation in the Pediatric Emergency Department: Standard Consultation Versus Standard Consultation With Distribution of an Information Leaflet About Fever in Pre-consultation,FEARVER,False,False,False,BEHAVIORAL
📘,bleu,pas de résultat ni de publication,NCT03788785,,,2022,Smoking Tobacco Cessation Integrated Program of Patients Treated for the Head and the Neck Cancer: a Controlled Randomized Study,INTENT,False,False,False,BEHAVIORAL
📘,bleu,pas de résultat ni de publication,NCT02869971,,,2022,Prostatic Artery Embolization Versus Medical Treatment in Symptomatic Benign Prostatic Hyperplasia,PARTEM,False,False,False,DEVICE
📘,bleu,pas de résultat ni de publication,NCT03776656,,,2022,Evaluation of a Treatment With Allopurinol on Autistic Disorders and Epilepsy in Adenylosuccinate Lyase Deficiency (ADSL),ADSL,False,False,False,DRUG
📘,bleu,pas de résultat ni de publication,NCT02424409,,,2022,"Evaluation of the Relapse Rate One Month After Discharge From Emergency Department for Asthmatic Patients Given a Strict Formalized Follow up Protocol. Multicenter, Prospective, Cluster-randomized",ASUR-R,False,False,False,BEHAVIORAL
📘,bleu,pas de résultat ni de publication,NCT05284526,,,2023,Prospective Study Evaluating the EEG Recordings and Analysis in Parkinson's Patients: Towards Adaptive Deep Brain Stimulation by Machine Learning,ElectroPARK,False,False,False,OTHER
📘,bleu,pas de résultat ni de publication,,2018-000637-12,,2023,"Efficacy and safety of rituximab in the treatment of good prognosis microscopic polyangiitis  
 
 
 Efficacité et tolérance du rituximab dans le traitement de la polyangéite microscopique de bon pronostic",RITUXGOPRO,False,False,False,
📘,bleu,pas de résultat ni de publication,,2020-004878-22,,2023,"Pharmacokinetic and Placental Transfer of Levetiracetam 
 
 
 
 Etude de la pharmacocinétique maternelle et du passage transplacentaire du Lévétiracétam","EPICEINTE 
 
 
 EPICEINTE",False,False,False,
📘,bleu,pas de résultat ni de publication,,2019-000177-23,,2023,"IMMUNOTHERAPY WITH INTRAVENOUS IMMUNOGLOBULINS, CYCLOPHOSPHAMIDE AND METHYLPREDNISOLONE IN PATIENTS WITH PARANOPLASTIC SENSITIVE NEURONOPATHIES WITH ANTI-HU ANTIBODIES 
 
 
 IMMUNOTHERAPIE PRECOCE PAR IMMUNOGLOBULINES INTRAVEINEUSES, CYCLOPHOSPHAMIDE ET METHYLPREDNISOLONE CHEZ DES PATIENTS AVEC NEURONOPATHIES SENSITIVES PARANEOPLASIQUES A ANTICORPS ANTI-HU","NESPA 
 
 
 NESPA",False,False,False,
📘,bleu,pas de résultat ni de publication,,2019-004088-34,,2023,"Effect of two injections of synchronized methotrexate with the first injection of Adalimumab to prevent anti-adalimumab immunization in spondyloarthritis 
 
 
 
 
 Effet de deux injections de MEthotrexate SYNchronisées avec la première injection d'ADalimumab pour prévenir l'immunisation anti-adalimumab dans les spondyloarthrites","MESYNAD 
 
 
 MESYNAD",False,False,False,
📗,vert,résultat et / ou publication posté dans les 12 mois,NCT03452826,,,2023,"Combined Use of a Respiratory Broad Panel MULTIplex PCR and Procalcitonin to Reduce Antibiotics Exposure in Patients With Severe Community-Acquired Pneumonia: a Multicentre, Parallel-group, Open-label, Randomized Controlled Trial.",MULTI-CAP,True,True,True,DEVICE
📘,bleu,pas de résultat ni de publication,NCT05651607,,,2023,Evaluation of the Efficacy of CANNABIDIOL on the Pruritus in Children With Hereditary Epidermolysis Bullosa,EBCBD,False,False,False,DRUG
📘,bleu,pas de résultat ni de publication,NCT05273034,,,2023,Effect of the 1-hour Sepsis Bundle on In-hospital Mortality in Patients With Sepsis in the Emergency Department: a Randomized Controlled Trial,1BED,False,False,False,PROCEDURE
📘,bleu,pas de résultat ni de publication,NCT03730636,,,2023,Procalcitonin and Duration of AntiBiotherapy In Late Onset Sepsis of Neonate,PROABIS,False,False,False,PROCEDURE
📘,bleu,pas de résultat ni de publication,NCT04372147,,,2023,"Embolization of the Middle Meningeal Artery for the Prevention of Chronic Subdural Hematoma Recurrence in High Risk Patients, a Randomized Controlled Trial",EMPROTECT,False,False,False,PROCEDURE
📘,bleu,pas de résultat ni de publication,NCT05280145,,,2023,Assessment of the echOpen Ultra-portable Ultrasound Device in Daily Use by Clinicians. Part II: Detection of Pyelocaliceal Dilation and Hepatic Steatosis,CLIN-ECHO-II,False,False,False,PROCEDURE
📕,rouge,résultat et / ou publication posté,NCT04335942,,,2023,Characterization of the Postural Habits of Wheelchair Users in an Ecological Situation and Analysis of the Acceptability of International Recommendations in the Prevention of Pressure Sores Risk by Using a Connected Textile Sensor Integrating an Artificial Intelligence Algorithm,Es-Alert,False,False,True,OTHER
📘,bleu,pas de résultat ni de publication,NCT03284138,,,2023,"Repetitive Transcranial Magnetic Stimulation (rTMS) in the Treatment of First Rank Symptoms on Schizophrenia: Controlled, Randomised, Double Blind Trial",Schirang,False,False,False,DEVICE
📘,bleu,pas de résultat ni de publication,NCT04360785,,,2023,Effect of Two Methotrexate Injections in Sync With the First Adalimumab Injection to Prevent the Immunisation Anti Adalimumab During Treatment of Spondyloarthritis,MESYNAD,False,False,False,DRUG
📘,bleu,pas de résultat ni de publication,NCT05079009,,,2023,Effects of Blood Pulsatility on Von Willebrand Factor During Extracorporeal CO2 Removal (ECCO2R),FLOW-ECCO2R,False,False,False,DEVICE
📘,bleu,pas de résultat ni de publication,NCT03530384,,,2023,Training Inhibition in Alcohol Use Disorder: an add-on Randomized Controlled Trial,TRAIN,False,False,False,OTHER
📗,vert,résultat et / ou publication posté dans les 12 mois,NCT03498066,,,2023,Assessment of βeta Blocker Interruption After Uncomplicated mYocardial Infarction on Safety and Symptomatic Cardiac Events Requiring Hospitalization: The AβYSS Study,AβYSS,True,True,True,DRUG
📘,bleu,pas de résultat ni de publication,NCT05418686,,,2023,Study Of Colchicine Resistance In Familial Mediterranean Fever,COLCHI-RESIST,False,False,False,BIOLOGICAL
📗,vert,résultat et / ou publication posté dans les 12 mois,NCT03374449,,,2023,"Impact of Renin-Angiotensin System Inhibitors Continuation on Outcome After Major Surgery : a Multicenter, Prospective, Randomized and Controlled Trial",STOPORNOT,True,True,True,PROCEDURE
📘,bleu,pas de résultat ni de publication,NCT04027699,,,2023,Predictive Mini-bolus Fluid Responsiveness in Pediatric Septic Shock,PRECISE,False,False,False,PROCEDURE
📘,bleu,pas de résultat ni de publication,NCT04194736,,,2023,Evaluation of the Occurrence of Early Thrombosis on Central Venous Catheter by Ultrasound in Pediatric Intensive Care Unit,Thromb-US,False,False,False,OTHER
📘,bleu,pas de résultat ni de publication,NCT05577221,,,2023,Effect of High Flow Nasal Air on Dyspnea During Weaning From Mechanical Ventilation,FLOWEAN,False,False,False,DEVICE
📘,bleu,pas de résultat ni de publication,NCT03836443,,,2023,"Lipid Metabolism, Lipotoxicity and Nonalcoholic Fatty Liver Disease: Implication of Postprandial Cytotoxic Lipids",LITONAS,False,False,False,OTHER
📘,bleu,pas de résultat ni de publication,NCT02906839,,,2023,Effect of Sleep Apnea Screening and Treatment on Atrial Fibrillation Recurrence : a Randomized Controlled Trial,SAAFIR,False,False,False,OTHER
📘,bleu,pas de résultat ni de publication,NCT03630718,,,2023,Randomized Controlled Trial of Psychoeducational and Hypnosis Interventions on the Fatigue Associated With Primary Biliary Cholangitis in Women (CBP-HOPE),CBP-HOPE,False,False,False,BEHAVIORAL
📗,vert,résultat et / ou publication posté dans les 12 mois,NCT02617017,,,2023,"Buspirone Treatment of Iatrogenic Dyskinesias in Advanced Parkinson' Disease. Multicenter, International, Placebo-controlled, Randomised, Double Blind Trial",BUSPARK,True,True,True,DRUG
📘,bleu,pas de résultat ni de publication,NCT03491540,,,2023,Mechanical Bowel Preparation and Oral Antibiotics Before Rectal Cancer Surgery: a Multi Center Double-Blinded Randomized Controlled Trial (PREPACOL2 Study),PREPACOL2,False,False,False,DRUG
📘,bleu,pas de résultat ni de publication,NCT03991221,,,2023,Validation of Schematic Representations for Dental Malocclusion and Craniofacial Deformities Screening in Temporary and Mixed Dentition Requiring Early Orthodontic Treatment,CHARTE-ODF,False,False,False,OTHER
📘,bleu,pas de résultat ni de publication,NCT04384939,,,2023,"Feasibility, Safety and Medico-economic Study of Magnetic-end Double-J Ureteral Stent Use in Children",EFUJA,False,False,False,DEVICE
📘,bleu,pas de résultat ni de publication,NCT04204980,,,2023,Desensitization in Kidney Allograft Recipients Before Transplantation Using Daratumumab,DARDAR,False,False,False,DRUG
📗,vert,résultat et / ou publication posté dans les 12 mois,NCT04153682,,,2023,Impact of a Strategy Combining the Rapid Polymerase Chain Reaction Platform FilmArray® and the Intervention of an Antimicrobial Stewardship Team in Hospital-acquired Pneumonia : a Randomized Controlled Trial.,SHARP,True,True,True,DIAGNOSTIC_TEST
📘,bleu,pas de résultat ni de publication,NCT03630640,,,2023,Immunotherapy by Nivolumab in Neoadjuvant and Adjuvant Setting in Patients With Advanced HCC Treated by Electroporation in Curative Intent: French Multicenter Phase 2 Therapeutic Trial.,NIVOLEP,False,False,False,DRUG
📘,bleu,pas de résultat ni de publication,NCT05704387,,,2023,Restrictive- vs. Individualized Assisted Fluid Management in Patients Undergoing Major Liver Resection Surgery: A Randomized Controlled Trial,REVOLUTION,False,False,False,PROCEDURE
